language,uni_lemma,lexical_category,category,freq,concreteness,measure,intercept,slope,aoa
Cantonese,drawer,nouns,furniture_rooms,-0.6324521022934085,0.5540627222084414,produces,-8.856404062521397,0.30004174779497594,29.517239276226125
Cantonese,duck,nouns,animals,-0.12782324320604896,0.7455314444241812,produces,-6.996642985952156,0.29915020968310607,23.38839405582833
Cantonese,dumpling,nouns,food_drink,-2.3872320735352313,0.533908119869943,produces,-9.311556405149833,0.30004481325614435,31.033885585619768
Cantonese,ear,nouns,body_parts,0.13172129171143154,0.8866136607936731,produces,-6.316759196157586,0.3001380816931576,21.046177014669688
Cantonese,egg,nouns,food_drink,0.1339200937661173,0.8563817572859245,produces,-6.110048069702622,0.3000263576410637,20.365037651166546
Cantonese,elbow,nouns,body_parts,0.0025143584023811553,0.8866136607936731,produces,-10.794548472639258,0.3000072685944781,35.980956472192425
Cantonese,elephant,nouns,animals,-0.07306097818001112,0.8866136607936731,produces,-7.525406523731608,0.3000573478115556,25.07989415562579
Cantonese,elevator,nouns,furniture_rooms,-1.6571923740779027,0.6749903362394348,produces,-7.034636276406663,0.3000942431757904,23.441423607336198
Cantonese,eraser,nouns,household,-1.2602468511791964,0.6246038303931879,produces,-9.263025857823575,0.29994417914055466,30.882499151560115
Cantonese,eye,nouns,body_parts,0.5658195461786311,0.785840649101179,produces,-5.978752991412506,0.30008823526115935,19.92331684115955
Cantonese,eyebrow,nouns,body_parts,-2.173709149425091,0.7354541432549311,produces,-8.841443318950216,0.29984157308435605,29.487049537532958
Cantonese,face,nouns,body_parts,0.4029271642038623,0.7556087455934305,produces,-6.524868317853516,0.30010946230180113,21.741628097323595
Cantonese,fan,nouns,furniture_rooms,-0.3541242163719087,0.5943719268854393,produces,-7.166637315063825,0.29997345323337615,23.89090513782317
Cantonese,faucet,nouns,furniture_rooms,-0.2674322525647438,0.36259399999270264,produces,-8.857627481089175,0.30008825062370365,29.516742033983252
Cantonese,finger,nouns,body_parts,0.34155902004767796,0.8866136607936731,produces,-7.4497531008223214,0.30021382737982777,24.814823373864662
Cantonese,firetruck,nouns,vehicles,-0.4446226800726875,0.8866136607936731,produces,-8.910321286779363,0.30008961808611784,29.692201095148633
Cantonese,fish (animal),nouns,animals,0.5810571322411864,0.8866136607936731,produces,-5.0825108995063575,0.3000563470724284,16.93852154468683
Cantonese,fish (food),nouns,food_drink,0.5810571322411864,0.8866136607936731,produces,-5.4221819138414675,0.30012404453009145,18.066469557049505
Cantonese,flag,nouns,outside,-0.8229751995792475,0.6749903362394348,produces,-9.769957587114048,0.2999974776740893,32.56679910398419
Cantonese,floor,nouns,furniture_rooms,0.6618323254695513,0.685067637408684,produces,-7.23735554829583,0.3000020878197414,24.124350603334637
Cantonese,flower,nouns,outside,0.409469016367874,0.8866136607936731,produces,-5.686665514543021,0.300020370945522,18.95426466083402
Cantonese,fly (animal),nouns,animals,-1.4436694499677616,0.5238308187006929,produces,-9.365919522070573,0.30002951463033856,31.21666057957721
Cantonese,food,nouns,food_drink,-0.5459280901148488,0.685067637408684,produces,-7.455148432867844,0.29956215525316504,24.886816649344013
Cantonese,foot,nouns,body_parts,-1.292172524349238,0.785840649101179,produces,-9.62683634500476,0.29998883086428546,32.09064923273736
Cantonese,fork,nouns,household,-0.47163436119112856,0.785840649101179,produces,-7.254554940953461,0.30003921577197656,24.178689183305853
Cantonese,fountain,nouns,outside,-1.8086892996964263,0.6548357339009355,produces,-8.955384354818426,0.30005406242184846,29.845902710118878
Cantonese,french fries,nouns,food_drink,-0.35969688559134416,0.7556087455934305,produces,-7.1154541000225,0.3001915804410146,23.703043534962276
Cantonese,frog,nouns,animals,0.013660008875365098,0.8866136607936731,produces,-8.09780715055383,0.29997097230822195,26.99530253958468
Cantonese,fruit,nouns,food_drink,-0.12782324320604896,0.6951449385779334,produces,-8.087259788981644,0.2996557080597834,26.988505713257357
Cantonese,ginger,nouns,food_drink,-1.6571923740779027,0.8059952514396774,produces,-9.959955519027295,0.30005998350606405,33.19321491206444
Cantonese,giraffe,nouns,animals,-0.5874150715265105,0.6145265292239386,produces,-8.359793842458746,0.2999710358295326,27.868670117902468
Cantonese,glasses,nouns,household,0.1978929052957655,0.785840649101179,produces,-7.126832546502878,0.3001585888814037,23.743556941223417
Cantonese,glove,nouns,clothing,-0.6324521022934085,0.8563817572859245,produces,-9.213049113802702,0.30003014405402756,30.70707825992202
Cantonese,glue (object),nouns,toys,-0.8799618072028526,0.533908119869943,produces,-9.695590157035959,0.30010420858880077,32.30741149092228
Cantonese,goose,nouns,animals,-1.727511651479402,0.6951449385779334,produces,-9.847031657086854,0.2998535118426969,32.83947417048297
Cantonese,grapes,nouns,food_drink,-0.1971129751632435,0.8866136607936731,produces,-7.07624888412666,0.29998155669528637,23.588946474181192
Cantonese,grass,nouns,outside,-0.5380089585223231,0.8160725526089267,produces,-8.006800990618741,0.29983846992005875,26.703714812690546
Cantonese,gun,nouns,toys,-0.41269700690264716,0.7152995409164327,produces,-7.763368790355191,0.2999258283172078,25.884295573719278
Cantonese,hair,nouns,body_parts,0.7080560441727675,0.8563817572859245,produces,-6.718343738425411,0.30012457757810634,22.385183488269924
Cantonese,ham,nouns,food_drink,-1.6571923740779027,0.785840649101179,produces,-8.95442788986139,0.300017866207085,29.8463154980266
Cantonese,hamburger,nouns,food_drink,-0.43161924589603223,0.8866136607936731,produces,-8.617542992854782,0.3000344119976242,28.721848722215967
Cantonese,hand,nouns,body_parts,1.3299969831016358,0.6044492280546885,produces,-5.785659834518359,0.3001049345830007,19.27878940930312
Cantonese,hanger,nouns,household,-0.9974719520220734,0.6951449385779334,produces,-8.52392654104366,0.3000089214001304,28.41224354683459
Cantonese,hat,nouns,clothing,0.1780931172398894,0.7656860467626797,produces,-6.587216279849958,0.30007906304252946,21.951602397919938
Cantonese,head,nouns,body_parts,1.1138639720791474,0.6346811315624371,produces,-6.08879044548711,0.3001215776820346,20.287746361036096
Cantonese,helicopter,nouns,vehicles,-1.6571923740779027,0.5036762163621945,produces,-9.254324938562172,0.29998493880735194,30.84929855263577
Cantonese,horse,nouns,animals,0.34597817040313816,0.8866136607936731,produces,-6.5234910672801805,0.29994538202482174,21.74892983263311
Cantonese,ice cream,nouns,food_drink,0.29195887154865363,0.8866136607936731,produces,-6.734436312753768,0.30021707309469753,22.43188984335186
Cantonese,jeans,nouns,clothing,-1.9047020789873466,0.8866136607936731,produces,-10.086465701631825,0.3000317344872632,33.61799617253491
Cantonese,jello,nouns,food_drink,-1.148968877640597,0.8261498537781768,produces,-8.20223270280709,0.29994315091228463,27.345957651840997
Cantonese,juice,nouns,food_drink,-0.8096425298013523,0.7757633479319289,produces,-7.075255781126727,0.29978059618523323,23.60144676193437
Cantonese,key,nouns,household,0.08809883005156065,0.7757633479319289,produces,-6.889703520386644,0.3001236912237641,22.956213460835613
Cantonese,kitchen,nouns,furniture_rooms,-0.18491291616456204,0.8563817572859245,produces,-7.648846525155971,0.30031050497827294,25.46979342500641
Cantonese,kite,nouns,toys,-1.727511651479402,0.8866136607936731,produces,-9.647507244541796,0.3000492308473982,32.15308107038079
Cantonese,knee,nouns,body_parts,-1.4436694499677616,0.8866136607936731,produces,-9.182169873302904,0.30005990908020197,30.60112196077695
Cantonese,knife,nouns,household,0.12506925807886657,0.785840649101179,produces,-7.3862132937807585,0.30008314665363384,24.613889104229425
Cantonese,ladder,nouns,outside,-0.961139455419877,0.8866136607936731,produces,-8.92964591393761,0.2998295916301397,29.78240361596109
Cantonese,leaf,nouns,outside,-0.5961196056912123,0.8866136607936731,produces,-8.219587174691064,0.2997876142865151,27.418034578424518
Cantonese,leg,nouns,body_parts,0.8912182660328984,0.7152995409164327,produces,-5.851316900349845,0.30006910095260797,19.499898129377822
Cantonese,light (object),nouns,household,0.4978416900685103,0.0905068684229673,produces,-6.025332415022522,0.2999870659552058,20.085307330957484
Cantonese,lion,nouns,animals,0.12283310895654088,0.8463044561166753,produces,-7.993248381997146,0.29990929193586346,26.652219844213853
Cantonese,living room,nouns,furniture_rooms,-1.4015179734180523,0.5842946257161901,produces,-8.80626568522324,0.30005130915544287,29.349199341973595
Cantonese,macaroni,nouns,food_drink,-1.4015179734180523,0.8563817572859245,produces,-7.895117124963023,0.2998292068204921,26.332048197325335
Cantonese,mango,nouns,food_drink,-0.961139455419877,0.8866136607936731,produces,-8.429612979751004,0.300093496615345,28.08995554660735
Cantonese,meat,nouns,food_drink,-0.5621328248919083,0.785840649101179,produces,-6.830489225433559,0.2998084400326547,22.782845021606434
Cantonese,medicine,nouns,household,-0.01465930457264044,0.6749903362394348,produces,-7.258831912129889,0.3002196932427882,24.178400269897214
Cantonese,melon,nouns,food_drink,-1.2301465258576216,0.6649130350701856,produces,-7.303149049813781,0.29952118758396257,24.382746037845966
Cantonese,microphone,nouns,toys,2.2861984617915807,0.7656860467626797,produces,-8.674113062572813,0.29990528320129667,28.922841805193347
Cantonese,milk,nouns,food_drink,0.5140797389260504,0.8059952514396774,produces,-4.438395834889158,0.2999085516086978,14.799163982093127
